stcofips,langoha,langstr,lep,se,b
41013,jpn,jpn,0,304.1198794258799,.0061273620813154
41013,jpn,jpn,1,0,0
41013,khm,khm,0,.0019951525416541,.000997576280497
41013,khm,khm,1,0,0
41013,kor,kor,0,0,0
41013,kor,kor,1,0,0
41013,mal,mal,0,.0020367189808124,.0014224678743631
41013,mal,mal,1,0,0
41013,nav,nav,0,0,0
41013,nav,nav,1,0,0
41013,qas,qas,0,35.25025997026511,.0050673545338213
41013,qas,qas,1,0,0
41013,qie,qie,0,277.6798263088441,19.99062444793526
41013,qie,qie,1,0,0
41013,nep,nep,0,.002636551099708,.0017097004456446
41013,nep,nep,1,0,0
41013,qna,qna,0,0,0
41013,qna,qna,1,0,0
41013,map,map,0,217.7545138920686,12.98216571535886
41013,map,map,1,0,0
41013,qsl,qsl,0,114.4926436120604,.0027529880171642
41013,qsl,qsl,1,0,0
41013,und,und,0,0,0
41013,und,und,1,0,0
41013,pan,pan,0,.0005512093175826,.0002756046596915
41013,pan,pan,1,0,0
41013,per,per,0,33.35353432476272,.0003485936904326
41013,per,per,1,0,0
41013,pol,pol,0,92.47786237417512,87.87847518920898
41013,pol,pol,1,0,0
41013,por,por,0,91.70331535378097,.0005883387057111
41013,por,por,1,0,0
41013,rus,rus,0,467.5861008613815,.016655255574733
41013,rus,rus,1,0,0
41013,hbs,hbs,0,108.5877696194995,8.09656810760498
41013,hbs,hbs,1,0,0
41013,spa,spa,0,13868.70230050382,774.0000076293945
41013,spa,spa,1,6835.484062961452,350.0000114440918
41013,tam,tam,0,.0012177686325591,.0006088843219914
41013,tam,tam,1,0,0
41013,tel,tel,0,344.0558525697535,.0010505674872547
41013,tel,tel,1,0,0
41013,tgl,tgl,0,0,0
41013,tgl,tgl,1,0,0
41013,tha,tha,0,.0032275758555342,.0016137879574671
41013,tha,tha,1,0,0
41013,ukr,ukr,0,247.3670625266163,.0055475473636761
41013,ukr,ukr,1,0,0
41013,urd,urd,0,66.55330042060274,.0002448446466587
41013,urd,urd,1,0,0
41013,vie,vie,0,0,0
41013,vie,vie,1,13.30977061772608,12
41013,yid,yid,0,0,0
41013,yid,yid,1,0,0
41013,yor,yor,0,273.7451398862236,.0017255604616366
41013,yor,yor,1,35.74900122894607,17.8745002746582
41015,afa,afa,0,86.40721293735447,.0147818555124104
41015,afa,afa,1,0,0
41015,ara,ara,0,33.5276002061874,37
41015,ara,ara,1,0,0
41015,arm,arm,0,.0021479661059301,.0010739830322564
41015,arm,arm,1,.0004986603664662,.0002493301872164
41015,ben,ben,0,.0009244711379043,.0004622355627362
41015,ben,ben,1,.0002624100020222,.0001312050007982
41015,swa,swa,0,21.83603822016253,.0092216241173446
41015,swa,swa,1,0,0
41015,chn,chn,0,0,0
41015,chn,chn,1,249.1214004616399,23
41015,eng,eng,0,178568.3739971891,21053
41015,eng,eng,1,0,0
41015,fre,fre,0,172.1565534804005,12.99940288066864
41015,fre,fre,1,0,0
41015,ger,ger,0,800.5909783096367,131.990460395813
41015,ger,ger,1,192.3217963202397,5.988901019096375
41015,gre,gre,0,70.41947071278476,.0009776387596503
41015,gre,gre,1,80.14817819981937,.0002477433881722
41015,guj,guj,0,.0019995679408231,.0009997839806601
41015,guj,guj,1,.0004463862004902,.000223193099373
41015,hat,hat,0,.0011937407548301,.0005968703771941
41015,hat,hat,1,0,0
41015,heb,heb,0,.0084224947909108,.004211247432977
41015,heb,heb,1,0,0
41015,hin,hin,0,135.7481655608097,.0018137252191082
41015,hin,hin,1,.0007033385260532,.00035166926682
41015,hmn,hmn,0,0,0
41015,hmn,hmn,1,.0018148840064021,.0009074420086108
41015,ita,ita,0,18.35111017428935,21.13485336303711
41015,ita,ita,1,262.0526098181432,.0002897991798818
41015,jpn,jpn,0,0,0
41015,jpn,jpn,1,.001893784752636,.0009468923672102
41015,khm,khm,0,0,0
41015,khm,khm,1,9.949645867108003,4.974822998046875
41015,kor,kor,0,0,0
41015,kor,kor,1,0,0
41015,mal,mal,0,0,0
41015,mal,mal,1,.0022969098909306,.001148454961367
41015,nav,nav,0,.0113636508520431,.0056818253360689
41015,nav,nav,1,0,0
41015,qas,qas,0,0,0
41015,qas,qas,1,116.8333064027943,.0065380809537601
41015,qie,qie,0,617.8114232117102,48.85110628604889
41015,qie,qie,1,107.15534320847,.0034686061553657
41015,nep,nep,0,.0051797570994232,.0035142126725987
41015,nep,nep,1,.0025494526644833,.0012747263535857
41015,qna,qna,0,59.78928921411174,51.94731330871582
41015,qna,qna,1,0,0
41015,map,map,0,0,0
41015,map,map,1,14.60024284727585,.009725033538416
41015,qsl,qsl,0,338.5635095517531,196.7117309570313
41015,qsl,qsl,1,0,0
41015,und,und,0,.0211595272490537,.0141468485817313
41015,und,und,1,0,0
41015,pan,pan,0,.0012999413097022,.0006499706651084
41015,pan,pan,1,.0015688917889173,.000784445903264
41015,per,per,0,.0013015823357745,.0006507911602966
41015,per,per,1,66.61006223255613,.0004139223601669
41015,pol,pol,0,217.1929315867577,.0774741470813751
41015,pol,pol,1,0,0
41015,por,por,0,235.4161375362785,.003060303395614
41015,por,por,1,26.52179555852954,24.99240493774414
41015,rus,rus,0,52.86999805500221,.1549815237522125
41015,rus,rus,1,0,0
41015,hbs,hbs,0,121.0042330419168,.0422572903335094
41015,hbs,hbs,1,0,0
41015,spa,spa,0,4173.133197910174,640.0000152587891
41015,spa,spa,1,1914.632093820507,403.0000152587891
41015,tam,tam,0,0,0
41015,tam,tam,1,.0011768029995583,.0005884015117772
41015,tel,tel,0,0,0
41015,tel,tel,1,.0013182776627092,.0006591388373636
41015,tgl,tgl,0,128.1443316208817,12.99999964237213
41015,tgl,tgl,1,256.8088596705212,12
41015,tha,tha,0,0,0
41015,tha,tha,1,142.9799274148462,.0046635186299682
41015,ukr,ukr,0,.0271240845549931,.0135620422661304
41015,ukr,ukr,1,0,0
41015,urd,urd,0,99.26602220328212,.0008375949691981
41015,urd,urd,1,.0003202509584623,.0001601254771231
41015,vie,vie,0,0,0
41015,vie,vie,1,0,0
41015,yid,yid,0,.0092872156148143,.0046436078846455
41015,yid,yid,1,0,0
41015,yor,yor,0,150.0747274797626,.009538013022393
41015,yor,yor,1,.0156969339176349,.0110989208333194
41017,afa,afa,0,.0033432704852157,.0019606098649092
41017,afa,afa,1,0,0
41017,ara,ara,0,22.68945741222414,27
41017,ara,ara,1,0,0
41017,arm,arm,0,.0020200314615231,.0010100157232955
41017,arm,arm,1,.0020719617613247,.0010359808802605
41017,ben,ben,0,3.432606907879345,3.13996958732605
41017,ben,ben,1,.0016588891293826,.000829444557894
41017,swa,swa,0,3.240979071477136,.3375963204307482
41017,swa,swa,1,0,0
41017,chn,chn,0,180.4649926895125,344.9999985694885
41017,chn,chn,1,86.16986493890171,150.0000030994415
41017,eng,eng,0,54968.22529425522,178320.001953125
41017,eng,eng,1,0,0
41017,fre,fre,0,230.0323113343265,632.9995574951172
41017,fre,fre,1,81.07607887907659,40.53804016113281
41017,ger,ger,0,886.6163137417271,692.6039772033691
41017,ger,ger,1,97.78449579144691,146.9971160888672
41017,gre,gre,0,31.74132317153284,28.64706230163574
41017,gre,gre,1,.0020581223084074,.0010290611535311
41017,guj,guj,0,.0023974036033069,.0011987017933279
41017,guj,guj,1,.0020443681226296,.0010221840348095
41017,hat,hat,0,.0008783033688683,.0004391516849864
41017,hat,hat,1,46.92391978561547,23.46195983886719
41017,heb,heb,0,24.70629846986455,8.98743724822998
41017,heb,heb,1,0,0
41017,hin,hin,0,26.19606391518462,14.20115661621094
41017,hin,hin,1,.0025672139408377,.001283606979996
41017,hmn,hmn,0,.0024585378916698,.00122926896438
41017,hmn,hmn,1,.0020290364087757,.0010145182022825
41017,ita,ita,0,130.4183346642701,274.623104095459
41017,ita,ita,1,67.64214994527266,79.97313690185547
41017,jpn,jpn,0,96.50803681740253,214.7596321105957
41017,jpn,jpn,1,52.29627336167972,69.48495483398438
41017,khm,khm,0,.0023399644616036,.0011699822498485
41017,khm,khm,1,.0012988462133992,.0006494231056422
41017,kor,kor,0,171.1668707906118,28
41017,kor,kor,1,10.10140162647422,9.999999761581421
41017,mal,mal,0,.0039879813838425,.0019939907360822
41017,mal,mal,1,.0023682572428508,.0016745693865232
41017,nav,nav,0,18.38269961185057,7.716579437255859
41017,nav,nav,1,0,0
41017,qas,qas,0,19.09851954835915,19.99733325350098
41017,qas,qas,1,.0113994782593862,.006901211454533
41017,qie,qie,0,113.581864070784,146.0623679881683
41017,qie,qie,1,.0143961435849609,.0110618519829586
41017,nep,nep,0,.0057066208833057,.0040349166374654
41017,nep,nep,1,.0095799751761064,.0047899875789881
41017,qna,qna,0,437.3882390733518,112.301420211792
41017,qna,qna,1,0,0
41017,map,map,0,58.70012152446226,125.9758628881536
41017,map,map,1,31.21857157852979,63.46684726071544
41017,qsl,qsl,0,56.97794813919372,37.30410405079601
41017,qsl,qsl,1,.0042154211765068,.0029801742639393
41017,und,und,0,134.9757754596635,24.65425968170166
41017,und,und,1,0,0
41017,pan,pan,0,.0016253600802424,.000812680053059
41017,pan,pan,1,.0055400240445047,.0027700120117515
41017,per,per,0,16.77367220084983,11.12852573394775
41017,per,per,1,.0021493448526142,.0010746724437922
41017,pol,pol,0,20.58196452707917,23.71433258056641
41017,pol,pol,1,.0038595791061164,.0019297895487398
41017,por,por,0,37.38048173899131,33.2071418762207
41017,por,por,1,.0019779068524247,.0009889533976093
41017,rus,rus,0,158.4937862297368,231.7109413146973
41017,rus,rus,1,197.7195295737827,217.9916563034058
41017,hbs,hbs,0,45.66938123965005,47.95895385742188
41017,hbs,hbs,1,.0038258295940059,.001912914798595
41017,spa,spa,0,4946.483188842351,7198.000122070313
41017,spa,spa,1,1948.922310374377,3425
41017,tam,tam,0,.0015458962859657,.0007729481440037
41017,tam,tam,1,.0017168781288888,.0008584390743636
41017,tel,tel,0,142.1710842172205,144.2597351074219
41017,tel,tel,1,.0019585537017578,.0009792768396437
41017,tgl,tgl,0,99.45853407325085,36
41017,tgl,tgl,1,55.59226564909907,27
41017,tha,tha,0,.0032033488732645,.002264640876092
41017,tha,tha,1,8.063406959797851,6.036117553710938
41017,ukr,ukr,0,130.8618722942681,113.3116703033447
41017,ukr,ukr,1,.0030398706546478,.0015199353219941
41017,urd,urd,0,32.46380947734338,22.98361396789551
41017,urd,urd,1,.0019565110313404,.0009782555280253
41017,vie,vie,0,160.5091873344015,128
41017,vie,vie,1,0,0
41017,yid,yid,0,.0014913876258508,.0007456938037649
41017,yid,yid,1,0,0
41017,yor,yor,0,149.9278444820221,79.39602661132813
41017,yor,yor,1,.0057626071821821,.0028813036624342
41019,afa,afa,0,.0076122044381549,.0051019135862589
41019,afa,afa,1,26.24392135720432,35.76404190063477
41019,ara,ara,0,0,0
41019,ara,ara,1,0,0
41019,arm,arm,0,.0031993354216995,.0015996677102521
41019,arm,arm,1,.0057657291005107,.0028828645590693
41019,ben,ben,0,.0025411373803931,.001270568696782
41019,ben,ben,1,.0044896724112383,.0022448361851275
41019,swa,swa,0,.005394127339146,.0034172955784015
41019,swa,swa,1,.0090825957220921,.0057447387371212
41019,chn,chn,0,98,49
41019,chn,chn,1,0,0
41019,eng,eng,0,540.4824017139689,102329
41019,eng,eng,1,0,0
41019,fre,fre,0,87.58953087315345,97.99964141845703
41019,fre,fre,1,0,0
41019,ger,ger,0,96.16611350532344,241.1855392456055
41019,ger,ger,1,65.31652200534717,88.99608612060547
41019,gre,gre,0,28.20482811685904,31.41123580932617
41019,gre,gre,1,.0056894739063578,.0028447369113564
41019,guj,guj,0,11.54716770074721,11.00103569030762
41019,guj,guj,1,.0057754841001096,.0028877421282232
41019,hat,hat,0,.0007206679459273,.000360333971912
41019,hat,hat,1,0,0
41019,heb,heb,0,.0027862007680591,.0013931003632024
41019,heb,heb,1,.0045977476540042,.0022988738492131
41019,hin,hin,0,.0022655560605273,.0011327780084684
41019,hin,hin,1,.0069903656044269,.0034951828420162
41019,hmn,hmn,0,.0093691869311712,.0046845935285091
41019,hmn,hmn,1,8.787377442635313,7.246902942657471
41019,ita,ita,0,20.0047555991577,27.79886627197266
41019,ita,ita,1,.0066487103783669,.003324355231598
41019,jpn,jpn,0,59.90441808949174,39.17809295654297
41019,jpn,jpn,1,27.17810429421713,12.73410797119141
41019,khm,khm,0,57.47891512192754,37.49526596069336
41019,khm,khm,1,.0009490587480476,.0004745293699671
41019,kor,kor,0,56.34713834792323,64
41019,kor,kor,1,71.63728820950524,19.00000023841858
41019,mal,mal,0,45.60160198409289,30.40690803527832
41019,mal,mal,1,.0025967841536178,.001298392075114
41019,nav,nav,0,.0028951799392414,.0014475899515674
41019,nav,nav,1,.0026184541635992,.001309227081947
41019,qas,qas,0,.0380243862769191,.0284802373498678
41019,qas,qas,1,.0076069681052316,.0052800616249442
41019,qie,qie,0,.0145819025914654,.0110165532678366
41019,qie,qie,1,.0442206973061584,.0306946448981762
41019,nep,nep,0,15.57948040100046,17.45467405486852
41019,nep,nep,1,.0160023901807218,.0130586572922766
41019,qna,qna,0,44.73267410889966,44.3214644312975
41019,qna,qna,1,.0027251711246486,.0013625855790451
41019,map,map,0,59.18313927518152,55.88768886565231
41019,map,map,1,.0138110830595544,.0089268552837893
41019,qsl,qsl,0,.0015168332408343,.001072546292562
41019,qsl,qsl,1,.0033739973002013,.0016869986429811
41019,und,und,0,59.85089919000185,35.66518999036634
41019,und,und,1,50.26541670917244,36.22321366099641
41019,pan,pan,0,2.352986357760003,1.315583109855652
41019,pan,pan,1,.0158210097853913,.0079105049371719
41019,per,per,0,.0023302177657863,.0011651088716462
41019,per,per,1,.0059632458110337,.0029816229362041
41019,pol,pol,0,26.18327876554162,15.26885890960693
41019,pol,pol,1,.0022275845801632,.001113792299293
41019,por,por,0,.0023677132901964,.0011838566279039
41019,por,por,1,109.1547067239888,82.92496490478516
41019,rus,rus,0,97.0892760022879,74.90759086608887
41019,rus,rus,1,59.37304864186525,68.99530601501465
41019,hbs,hbs,0,25.80243684364546,12.62217712402344
41019,hbs,hbs,1,.0020856317662295,.0010428158566356
41019,spa,spa,0,267.473257278882,1829.000030517578
41019,spa,spa,1,204.5505366849607,850.0000152587891
41019,tam,tam,0,.0062773515243955,.0031386758200824
41019,tam,tam,1,.0013886557462646,.0006943278713152
41019,tel,tel,0,.0067918199484608,.0033959099091589
41019,tel,tel,1,.0014849710522585,.0007424855139107
41019,tgl,tgl,0,100.9891073566229,77
41019,tgl,tgl,1,91.58711806423707,62
41019,tha,tha,0,36.20638708598681,22.99234390258789
41019,tha,tha,1,.0031454094631228,.0015727047575638
41019,ukr,ukr,0,22.7939029505425,9.200301170349121
41019,ukr,ukr,1,.0017048108786951,.0008524054428563
41019,urd,urd,0,.0024735102927008,.0012367551680654
41019,urd,urd,1,.0054220468674302,.0027110234368593
41019,vie,vie,0,0,0
41019,vie,vie,1,31.62369049135424,34
41019,yid,yid,0,.0039715393347237,.0019857697188854
41019,yid,yid,1,.0040535349909652,.0020267674699426
41019,yor,yor,0,44.45444857432015,50.8144645690918
41019,yor,yor,1,.0078293764290779,.0039146882481873
41021,afa,afa,0,0,0
41021,afa,afa,1,0,0
41021,ara,ara,0,0,0
41021,ara,ara,1,0,0
41021,arm,arm,0,0,0
41021,arm,arm,1,0,0
41021,ben,ben,0,0,0
41021,ben,ben,1,0,0
41021,swa,swa,0,0,0
41021,swa,swa,1,0,0
41021,chn,chn,0,0,0
41021,chn,chn,1,0,0
41021,eng,eng,0,93385.13937452789,1836.999938964844
41021,eng,eng,1,0,0
41021,fre,fre,0,0,0
41021,fre,fre,1,0,0
41021,ger,ger,0,0,0
41021,ger,ger,1,0,0
41021,gre,gre,0,0,0
41021,gre,gre,1,0,0
41021,guj,guj,0,0,0
41021,guj,guj,1,0,0
41021,hat,hat,0,0,0
41021,hat,hat,1,0,0
41021,heb,heb,0,0,0
41021,heb,heb,1,0,0
41021,hin,hin,0,0,0
41021,hin,hin,1,0,0
41021,hmn,hmn,0,0,0
41021,hmn,hmn,1,0,0
41021,ita,ita,0,0,0
41021,ita,ita,1,0,0
41021,jpn,jpn,0,0,0
41021,jpn,jpn,1,0,0
41021,khm,khm,0,0,0
41021,khm,khm,1,0,0
41021,kor,kor,0,22.86386913206582,8
41021,kor,kor,1,0,0
41021,mal,mal,0,0,0
41021,mal,mal,1,0,0
41021,nav,nav,0,0,0
41021,nav,nav,1,0,0
41021,qas,qas,0,0,0
41021,qas,qas,1,0,0
41021,qie,qie,0,0,0
41021,qie,qie,1,0,0
41021,nep,nep,0,0,0
41021,nep,nep,1,0,0
41021,qna,qna,0,0,0
41021,qna,qna,1,0,0
41021,map,map,0,0,0
41021,map,map,1,0,0
41021,qsl,qsl,0,0,0
41021,qsl,qsl,1,0,0
41021,und,und,0,0,0
41021,und,und,1,0,0
41021,pan,pan,0,0,0
41021,pan,pan,1,0,0
41021,per,per,0,0,0
41021,per,per,1,0,0
41021,pol,pol,0,0,0
41021,pol,pol,1,0,0
41021,por,por,0,0,0
41021,por,por,1,0,0
41021,rus,rus,0,0,0
41021,rus,rus,1,0,0
41021,hbs,hbs,0,0,0
41021,hbs,hbs,1,0,0
41021,spa,spa,0,18138.15698499988,49.00000023841858
41021,spa,spa,1,15607.79419873289,51.99999856948853
41021,tam,tam,0,0,0
41021,tam,tam,1,0,0
41021,tel,tel,0,0,0
41021,tel,tel,1,0,0
41021,tgl,tgl,0,0,0
41021,tgl,tgl,1,0,0
41021,tha,tha,0,0,0
41021,tha,tha,1,0,0
41021,ukr,ukr,0,0,0
41021,ukr,ukr,1,0,0
41021,urd,urd,0,0,0
41021,urd,urd,1,0,0
41021,vie,vie,0,0,0
41021,vie,vie,1,0,0
41021,yid,yid,0,0,0
41021,yid,yid,1,0,0
41021,yor,yor,0,0,0
41021,yor,yor,1,0,0
41023,afa,afa,0,2.257734666954541,1.667584851384163
41023,afa,afa,1,0,0
41023,ara,ara,0,0,0
41023,ara,ara,1,0,0
41023,arm,arm,0,.0028194471102962,.0014097235398367
41023,arm,arm,1,.0087200737940497,.0043600369244814
41023,ben,ben,0,.0021047217301357,.0010523608652875
41023,ben,ben,1,.0036129057514317,.001806452870369
41023,swa,swa,0,30.3755073661973,.9643323421478271
41023,swa,swa,1,0,0
41023,chn,chn,0,0,0
41023,chn,chn,1,27.40619242171674,4.999999910593033
41023,eng,eng,0,87114.46924592952,6776.999938964844
41023,eng,eng,1,0,0
41023,fre,fre,0,207.1137854349331,.0037810893263668
41023,fre,fre,1,0,0
41023,ger,ger,0,440.1392083251367,3.996169850230217
41023,ger,ger,1,0,0
41023,gre,gre,0,27.04686146013526,.0012151800328866
41023,gre,gre,1,.0090531587070459,.0045265792869031
41023,guj,guj,0,13.81868553612423,.001969292294234
41023,guj,guj,1,.0053624795590209,.002681239740923
41023,hat,hat,0,25.29176306247933,1.996218919754028
41023,hat,hat,1,0,0
41023,heb,heb,0,12.52406618821215,.4644330739974976
41023,heb,heb,1,0,0
41023,hin,hin,0,120.6886166442386,.0020964100258425
41023,hin,hin,1,68.44388526148629,.004106170963496
41023,hmn,hmn,0,0,0
41023,hmn,hmn,1,0,0
41023,ita,ita,0,45.65882201003164,.0047966237179935
41023,ita,ita,1,.0071410141942086,.0035705070476979
41023,jpn,jpn,0,0,0
41023,jpn,jpn,1,0,0
41023,khm,khm,0,0,0
41023,khm,khm,1,0,0
41023,kor,kor,0,0,0
41023,kor,kor,1,0,0
41023,mal,mal,0,0,0
41023,mal,mal,1,0,0
41023,nav,nav,0,.7484315525527411,.3742157816886902
41023,nav,nav,1,0,0
41023,qas,qas,0,0,0
41023,qas,qas,1,0,0
41023,qie,qie,0,248.7519656927147,9.121260400701431
41023,qie,qie,1,22.97450676223578,7.948276519775391
41023,nep,nep,0,128.6956044288192,.0061907107010484
41023,nep,nep,1,33.91925873720194,.0133214173838496
41023,qna,qna,0,141.7535427935798,7.425924301147461
41023,qna,qna,1,0,0
41023,map,map,0,0,0
41023,map,map,1,0,0
41023,qsl,qsl,0,.0016157620949116,.0011425079428591
41023,qsl,qsl,1,.0026332707676149,.0013166354037821
41023,und,und,0,2.569298338315923,1.544308304786682
41023,und,und,1,0,0
41023,pan,pan,0,.0027714387672949,.0013857193989679
41023,pan,pan,1,.0147738428330998,.0073869214393198
41023,per,per,0,17.70815104072839,8.85407543182373
41023,per,per,1,.0065817883901971,.0032908942084759
41023,pol,pol,0,71.47723709240083,.0024833040079102
41023,pol,pol,1,.001283238872229,.0006416194373742
41023,por,por,0,6.770561126714761,.0035239144926891
41023,por,por,1,.0051124356927887,.0025562178343534
41023,rus,rus,0,45.47624869370235,2.993062853813171
41023,rus,rus,1,4.339868814995159,1.995620757341385
41023,hbs,hbs,0,.0013319563704152,.0006659781793132
41023,hbs,hbs,1,.0015015525642023,.0007507762638852
41023,spa,spa,0,18146.69850999074,42
41023,spa,spa,1,15604.29781342307,51.99999904632568
41023,tam,tam,0,0,0
41023,tam,tam,1,0,0
41023,tel,tel,0,0,0
41023,tel,tel,1,0,0
41023,tgl,tgl,0,0,0
41023,tgl,tgl,1,0,0
41023,tha,tha,0,0,0
41023,tha,tha,1,0,0
41023,ukr,ukr,0,197.6002020336771,.0026453816099092
41023,ukr,ukr,1,78.94079766592692,.0016701817512512
41023,urd,urd,0,.0020487089726387,.0010243544820696
41023,urd,urd,1,.0082341868579101,.0041170935146511
41023,vie,vie,0,0,0
41023,vie,vie,1,0,0
41023,yid,yid,0,1.11840258057519,.5592013001441956
41023,yid,yid,1,0,0
41023,yor,yor,0,5.936542795221565,.0038301519234665
41023,yor,yor,1,0,0
41025,afa,afa,0,4.659947434769154,2.838764085725415
41025,afa,afa,1,0,0
41025,ara,ara,0,0,0
41025,ara,ara,1,0,0
41025,arm,arm,0,.0032659975977956,.001632998813875
41025,arm,arm,1,.0004744503515976,.0002372251765337
41025,ben,ben,0,.0018089310170621,.0009044655016623
41025,ben,ben,1,1.446002032783736,.7230010032653809
41025,swa,swa,0,15.95123584706928,5.761522769927979
41025,swa,swa,1,0,0
41025,chn,chn,0,0,0
41025,chn,chn,1,0,0
41025,eng,eng,0,117062.7996931562,6788
41025,eng,eng,1,0,0
41025,fre,fre,0,0,0
41025,fre,fre,1,57.74202894545949,17.99832487106323
41025,ger,ger,0,297.6397206696588,9.006633520126343
41025,ger,ger,1,0,0
41025,gre,gre,0,32.37992297120383,.0023270598612726
41025,gre,gre,1,.0006141652185345,.0003070826060139
41025,guj,guj,0,62.96868917684718,.0037509406683967
41025,guj,guj,1,44.50699997612735,.0001665326271905
41025,hat,hat,0,0,0
41025,hat,hat,1,.0033513494125607,.0016756746917963
41025,heb,heb,0,.0007900206752524,.0003950103418902
41025,heb,heb,1,0,0
41025,hin,hin,0,.0021004932826341,.0010502466466278
41025,hin,hin,1,.0006112025473348,.0003056012792513
41025,hmn,hmn,0,.009637767528055,.0048188837245107
41025,hmn,hmn,1,0,0
41025,ita,ita,0,72.12057084841989,12.50217992067337
41025,ita,ita,1,33.22342210500278,.0004575867496897
41025,jpn,jpn,0,133.6675184671432,.0170716771390289
41025,jpn,jpn,1,0,0
41025,khm,khm,0,40.44920347205168,.0075201182626188
41025,khm,khm,1,0,0
41025,kor,kor,0,0,0
41025,kor,kor,1,0,0
41025,mal,mal,0,.0084498003930319,.0059353685937822
41025,mal,mal,1,0,0
41025,nav,nav,0,104.6952282595176,.0004155194910709
41025,nav,nav,1,0,0
41025,qas,qas,0,22.76813059025464,.0234211278147995
41025,qas,qas,1,0,0
41025,qie,qie,0,284.6497849235365,.0124458632199094
41025,qie,qie,1,23.18958491623652,.0022999154170975
41025,nep,nep,0,.0073979082514252,.006063110078685
41025,nep,nep,1,8.382596797958758,4.191298484802246
41025,qna,qna,0,639.2809611891059,9.425526976585388
41025,qna,qna,1,0,0
41025,map,map,0,109.952675089228,26.92557144165039
41025,map,map,1,0,0
41025,qsl,qsl,0,0,0
41025,qsl,qsl,1,0,0
41025,und,und,0,102.3894414345794,.9720784425735474
41025,und,und,1,0,0
41025,pan,pan,0,.0021829486361639,.0010914743179455
41025,pan,pan,1,4.162291989556143,2.081146001815796
41025,per,per,0,.0014949101197937,.0007474550511688
41025,per,per,1,.0005161197545568,.0002580598811619
41025,pol,pol,0,0,0
41025,pol,pol,1,0,0
41025,por,por,0,95.4787382254552,14.46577930450439
41025,por,por,1,.0005967702047723,.0002983851009049
41025,rus,rus,0,0,0
41025,rus,rus,1,0,0
41025,hbs,hbs,0,0,0
41025,hbs,hbs,1,0,0
41025,spa,spa,0,11515.46453958762,199
41025,spa,spa,1,5454.29288496685,74.00000047683716
41025,tam,tam,0,.0053069685297895,.0026534842327237
41025,tam,tam,1,0,0
41025,tel,tel,0,.0070932139020006,.0035466069821268
41025,tel,tel,1,0,0
41025,tgl,tgl,0,0,0
41025,tgl,tgl,1,0,0
41025,tha,tha,0,14.63979067710109,.0094618955627084
41025,tha,tha,1,0,0
41025,ukr,ukr,0,0,0
41025,ukr,ukr,1,0,0
41025,urd,urd,0,50.41963312338632,.0020270433742553
41025,urd,urd,1,.0004480137438517,.0002240068715764
41025,vie,vie,0,0,0
41025,vie,vie,1,0,0
41025,yid,yid,0,.0025944076587149,.0012972038239241
41025,yid,yid,1,0,0
41025,yor,yor,0,3.503211727651134,1.993366479873657
41025,yor,yor,1,0,0
41027,afa,afa,0,0,0
41027,afa,afa,1,0,0
41027,ara,ara,0,58,29
41027,ara,ara,1,0,0
41027,arm,arm,0,.012458480648627,.0062292404472828
41027,arm,arm,1,.0029549042750508,.0014774521114305
41027,ben,ben,0,.0167365928886716,.0083682965487242
41027,ben,ben,1,.0025311731777891,.0012655865866691
41027,swa,swa,0,0,0
41027,swa,swa,1,0,0
41027,chn,chn,0,143.1118714553927,47.00000047683716
41027,chn,chn,1,22.3632363264807,8.000000178813934
41027,eng,eng,0,74238.13532141011,16226.00048828125
41027,eng,eng,1,0,0
41027,fre,fre,0,166.7238430571644,30.99985694885254
41027,fre,fre,1,0,0
41027,ger,ger,0,373.9554891771776,43.53073263168335
41027,ger,ger,1,0,0
41027,gre,gre,0,27.03517967281531,.0077649638988078
41027,gre,gre,1,17.91705880142581,8.958529472351074
41027,guj,guj,0,13.80037713019274,.0125837186351418
41027,guj,guj,1,.0019947225127104,.0009973612613976
41027,hat,hat,0,28.74605208117988,.0001429642579751
41027,hat,hat,1,0,0
41027,heb,heb,0,0,0
41027,heb,heb,1,0,0
41027,hin,hin,0,120.6741379028404,.0132294404320419
41027,hin,hin,1,68.44793727489164,.001794749754481
41027,hmn,hmn,0,1.898791182110958,.9493955969810486
41027,hmn,hmn,1,.0099154523529042,.0049577262252569
41027,ita,ita,0,45.63674666849484,.0173201896250248
41027,ita,ita,1,.0038567557402931,.0019283778965473
41027,jpn,jpn,0,177.5402189439096,3.662409245967865
41027,jpn,jpn,1,54.42459731366992,41.86128687858582
41027,khm,khm,0,1.128114099000797,.5640570521354675
41027,khm,khm,1,15.4074107384746,.0074625303968787
41027,kor,kor,0,64.20807606890821,51.99999952316284
41027,kor,kor,1,0,0
41027,mal,mal,0,2.143259473905423,1.514819860458374
41027,mal,mal,1,.0192909780074986,.0096454890444875
41027,nav,nav,0,0,0
41027,nav,nav,1,0,0
41027,qas,qas,0,7.253685310544676,5.0038822889328
41027,qas,qas,1,.0649399974587731,.0387358791194856
41027,qie,qie,0,266.1096104391316,.104020219296217
41027,qie,qie,1,30.12668732671108,.0175648746080697
41027,nep,nep,0,128.6294718003032,.0392599031329155
41027,nep,nep,1,33.92983230886667,.0074715400114655
41027,qna,qna,0,0,0
41027,qna,qna,1,0,0
41027,map,map,0,66.37795404732132,8.202782511711121
41027,map,map,1,.0800889870735346,.0586470784619451
41027,qsl,qsl,0,.043184649673675,.0215923245996237
41027,qsl,qsl,1,0,0
